hotelcode,hotelid,hotelname
2519,S150114,越後湯澤ＨＡＴＡＧＯ井仙
2520,S150115,苗場プリンスホテル
2522,S150117,苗場スプリングスホテル
2524,S150119,春秋の宿 大丸
2525,S150120,赤倉ホテル
2526,S150121,香嶽楼
2530,S150125,ホテルアルペンブリック
2533,S150128,妙高・山里の湯宿 香風館
2534,S150129,アパホテル＆リゾート＜上越妙高＞
2535,S150130,ホテル岩戸屋
2536,S150131,休暇村 妙高
2537,S150132,キューピットビレッジ
2538,S150133,ロイヤルホテル小林
2539,S150134,鵜の浜ニューホテル
2540,S150135,ホテル ハイマート
2541,S150136,ホテルセンチュリーイカヤ
2542,S150137,アートホテル上越
2543,S150138,ホテル國富アネックス
2544,S150139,ホテル国富 翠泉閣
2545,S160001,ホテルおがわ
2546,S160002,延対寺荘
2547,S160003,延楽
2548,S160004,宇奈月国際ホテル
2549,S160005,黒部・宇奈月温泉 やまのは
2550,S160006,宇奈月グランドホテル
2551,S160007,黒部・宇奈月温泉 桃源
2552,S160008,お酒のお宿 喜泉
2553,S160009,ホテル黒部
2554,S160010,サン柳亭
2555,S160011,金太郎温泉
2556,S160012,ホテルグランミラージュ
2557,S160013,アパホテル＜魚津駅前＞
2558,S160014,つるぎ恋月
2559,S160015,富山エクセルホテル東急
2560,S160016,ＡＮＡクラウンプラザホテル富山
2561,S160017,アパホテル＜富山駅前＞
2562,S160018,呉羽山温泉元湯 富山観光ホテル
2563,S160019,ホテルグランテラス富山
2564,S160020,富山マンテンホテル
2565,S160021,アパホテル＜富山＞
2566,S160022,ホテルよし原
2567,S160023,富山地鉄ホテル
2569,S160025,ダイワロイネットホテル富山
2570,S160026,富山第一ホテル
2571,S160027,オークスカナルパークホテル富山
2572,S160028,山田温泉元湯玄猿楼
2573,S160029,弥陀ヶ原ホテル
2574,S160030,立山高原ホテル
2575,S160031,ホテル立山
2576,S160032,ロッジ くろよん
2577,S160033,立山国際ホテル
2578,S160034,森の雫
2579,S160035,ホテルニューオータニ高岡
2580,S160036,高岡マンテンホテル駅前
2581,S160037,氷見温泉郷 くつろぎの宿 うみあかり
2582,S160038,氷見温泉郷 魚巡りの宿 永芳閣
2583,S160039,ロイヤルホテル 富山砺波
2586,S160042,寺尾温泉
2587,S160043,大牧温泉 観光旅館
2588,S170001,ホテルこうしゅうえん
2589,S170002,輪島温泉 八汐
2590,S170003,海遊 能登の庄
2591,S170004,ホテルルートイン輪島
2592,S170005,ホテルのときんぷら
2593,S170006,ホテル海楽荘
2594,S170007,能登観光ホテル
2595,S170008,加賀屋
2596,S170009,あえの風
2597,S170010,日本の宿のと楽
2598,S170011,多田屋
2599,S170012,ゆけむりの宿 美湾荘
2600,S170013,宿守屋寿苑
2601,S170014,天空の宿 大観荘
2603,S170016,ホテル海望
2604,S170017,虹と海
2605,S170018,能登観光ホテル なおき
2606,S170019,ロイヤルホテル 能登
2607,S170020,休暇村 能登千里浜
2608,S170021,金沢都ホテル
2609,S170022,金沢東急ホテル
2610,S170023,金沢白鳥路 ホテル山楽
2611,S170024,ＡＮＡクラウンプラザホテル金沢
2612,S170025,ホテル日航金沢
2613,S170026,金沢 茶屋
2614,S170027,金沢国際ホテル
2615,S170028,金沢ニューグランドホテル プレステージ
2616,S170029,金沢ニューグランドホテルプレミア
2617,S170030,アパホテル＜金沢駅前＞
2618,S170031,アパホテル＜金沢中央＞
2619,S170032,ホテルリソルトリニティ金沢
2620,S170033,ホテル金沢
2621,S170034,金城樓
2622,S170035,ＫＫＲホテル金沢
2623,S170036,ダイワロイネットホテル金沢
2624,S170037,ＡＮＡホリデイ・イン金沢スカイ
2625,S170038,ガーデンホテル 金沢
2626,S170039,金沢マンテンホテル駅前
2627,S170040,ホテルマイステイズ金沢キャッスル
2628,S170041,金沢セントラルホテル
2629,S170042,スマイルホテル金沢
2631,S170044,ヴィアイン金沢
2632,S170045,ホテルエコノ金沢駅前
2633,S170046,ホテルルートイン金沢駅前
2634,S170047,かなや
2635,S170048,三右エ門戸田屋
2636,S170049,まつさき
2637,S170050,たがわ龍泉閣
2638,S170051,【使用不可】 旅亭 萬葉
2639,S170052,一里野高原ホテル ろあん
2640,S170053,加賀観光ホテル
2641,S170054,季がさね
2642,S170055,かのや光楽苑
2643,S170056,加賀片山津温泉 佳水郷
2644,S170057,北陸 古賀乃井
2645,S170058,湖畔の宿 森本
2646,S170059,癒しのリゾート・加賀の幸 ホテルアローレ
2647,S170060,矢田屋 松濤園
2648,S170061,加賀八汐
2649,S170062,白鷺湯 たわらや
2652,S170065,かがり吉祥亭
2653,S170066,吉祥やまなか
2654,S170067,山中温泉 湯畑の宿 花つばき
2655,S170068,胡蝶
2656,S170069,ロイヤルホテル 山中温泉河鹿荘
2657,S170070,花紫
2658,S170071,すゞや今日楼
2659,S170072,厨八十八
2661,S170074,翠明
2663,S170076,瑠璃光
2664,S170077,葉渡莉
2665,S170078,ゆのくに天祥
2666,S170079,雄山閣
2668,S170081,たちばな四季亭
2669,S170082,森の栖 リゾート＆スパ
2670,S170083,吉田屋山王閣
2671,S170084,彩華の宿 多々見
2672,S170085,ゆ湯の宿 白山菖蒲亭
2673,S170086,ホテル大のや
2675,S170088,みどりの宿 萬松閣
2676,S170089,あらや滔々庵
2678,S170091,法師
2679,S170092,露天のゆ金閣
2680,S170093,満天ノ 辻のや
2681,S170094,喜多八
2682,S170095,のとや
2684,S180001,清風荘
2685,S180002,まつや千千
2686,S180003,グランディア芳泉
2687,S180004,北陸・あわら温泉 美松
2688,S180005,みのや泰平閣
2689,S180006,伝統旅館のぬくもり 灰屋
2690,S180007,つるや
2693,S180010,あわら温泉グランドホテル
2694,S180011,ゆ楽ホテル
2695,S180012,ホテルぐらばあ亭
2697,S180014,光風湯圃 べにや
2698,S180015,東尋坊温泉 三国観光ホテル
2699,S180016,センチュリオンホテル リゾート＆スパ テクノポート福井
2700,S180017,休暇村 越前三国
2701,S180018,若ゑびす
2702,S180019,ホテルフジタ福井
2703,S180020,ユアーズホテルフクイ
2704,S180021,ホテルリバージュアケボノ
2705,S180022,アパホテル〈福井片町〉
2706,S180023,福井パレスホテル
2707,S180024,旅館水月
2708,S180025,旅館 うらしま
2709,S180026,北国グランドホテル
2710,S180027,若狭の宿 若狭ふぐとカニのホテルせくみ屋
2711,S180028,サンホテルやまね
2712,S180029,四季彩の宿 花椿
2713,S180030,若狭マリンプラザ
2714,S180031,海のホテルひろせ
2716,S180033,松月花松風
2717,S180034,城山荘
2718,S190001,甲府ワシントンホテルプラザ
2720,S190003,ホテル談露館
2721,S190004,古名屋ホテル
2722,S190005,ホテルクラウンパレス甲府
2723,S190006,常磐ホテル
2724,S190007,甲府記念日ホテル
2725,S190008,柳屋
2727,S190010,湯村ホテル
2728,S190011,ホテル石風
2729,S190012,華やぎの章 慶山
2730,S190013,ホテルふじ
2731,S190014,ホテル花いさわ
2732,S190015,ホテル石庭
2733,S190016,石和温泉 美と健康と癒しの宿 ホテル八田
2734,S190017,ホテル千石
2735,S190018,華やぎの章 甲斐路
2736,S190019,銘石の宿 かげつ
2737,S190020,ホテル古柏園
2738,S190021,石和常磐ホテル
2739,S190022,湯けむりの宿 富士野屋 夕亭
2740,S190023,木創りの宿 きこり
2741,S190024,スパランドホテル内藤
2742,S190025,ホテル春日居
2743,S190026,民芸風旅館 大棟苑
2744,S190027,川浦温泉山県館
2745,S190028,フルーツパーク富士屋ホテル
2746,S190029,真木温泉
2747,S190030,下部ホテル
2748,S190031,慶雲館
2750,S190033,ネオオリエンタルリゾート八ヶ岳高原
2751,S190034,ロイヤルホテル 八ヶ岳
2752,S190035,清里高原ホテル
2753,S190036,ペンション赤れんが
2754,S190037,ホテル不老閣
2755,S190038,風のテラス ＫＵＫＵＮＡ（くくな）
2756,S190039,秀峰閣 湖月
2757,S190040,湖南荘
2758,S190041,山岸旅館
2759,S190042,花水庭 おおや
2760,S190043,ハイランドリゾート ホテル＆スパ
2761,S190044,ホテル美富士園
2762,S190045,富士レークホテル
2763,S190046,うぶや
2764,S190047,湖のホテル
2765,S190048,フジプレミアムリゾート
2766,S190049,河口湖パークホテル
2767,S190050,河口湖ホテル
2768,S190051,森と湖の宿 湖翠苑
2769,S190052,富士ビューホテル
2770,S190053,サニーデリゾート＜ホテル＞
2771,S190054,湖楽おんやど 富士吟景
2772,S190055,時悠々 楽游
2773,S190056,ホテル レジーナ河口湖
2774,S190057,湯けむり富士の宿 大池
2776,S190059,足和田ホテル
2777,S190060,プチペンション ローザンヌ
2778,S190061,レイクホテル 西湖
2779,S190062,根場民宿村
2780,S190063,山田屋ホテル
2781,S190064,ホテルマウント富士
2782,S190065,富士マリオットホテル山中湖
2783,S190066,ホテル撫岳荘
2784,S190067,富士と湖の宿 多賀扇
2785,S190068,富士山中湖ホテル
2786,S190069,ホテル山水荘
2787,S190070,山中湖旭日丘温泉 ホテル清渓
2788,S190071,山中湖・ロッヂ花月園
2789,S190072,インターリゾート 東屋
2790,S190073,ホテル エバーグリーン富士
2791,S190074,富士吉田 シティホテル
2792,S190075,ホテル 芙蓉閣
2793,S190076,ホテル鐘山苑
2794,S190077,富士緑の休暇村
2795,S190078,じらごんの富士の館
2796,S190079,富士山本７合目鳥居荘
2797,S190080,太子館
2798,S190081,東洋館
2799,S190082,本八合目富士山ホテル
2800,S200001,ホテル志賀サンバレー
2801,S200002,志賀の湯ホテル
2802,S200003,志賀ハイランドホテル
2803,S200004,ホテル五郎兵衛
2804,S200005,志賀レークホテル
2805,S200006,ホテルニュー志賀
2806,S200007,志賀観光ホテル
2808,S200009,木戸池温泉ホテル
2809,S200010,熊の湯ホテル
2810,S200011,ホテルハイツ
2811,S200012,志賀パレスホテル
2812,S200013,志賀高原一望閣
2813,S200014,志賀リバーサイドホテル
2814,S200015,Ｈｏｔｅｌ＆Ｏｎｓｅｎ ２３０７ Ｓｈｉｇａｋｏｕｇｅｎ
2815,S200016,硯川ホテル
2816,S200017,ホテル ラフォーレ志賀
2818,S200019,志賀スイスイン
2819,S200020,岩菅ホテル
2820,S200021,ホテルサンシャイン志賀
2823,S200024,志賀パークホテル
2824,S200025,ホリデープラザ志賀高原
2825,S200026,ホテルサニー志賀
2826,S200027,ダイヤモンド志賀
2827,S200028,ホテルアララギ
2828,S200029,ホテルこだま
2829,S200030,志賀高原オリンピックホテル
2830,S200031,志賀一の瀬荘
2831,S200032,ホテルジャパン志賀
2832,S200033,ホテルサンモリッツ志賀
2833,S200034,志賀グランドホテル
2834,S200035,志賀ホワイトホテル
2835,S200036,ホテル一乃瀬
2836,S200037,ホテルホゥルス志賀高原
2837,S200038,ホテルむつみ
2838,S200039,志賀一井ホテル
2839,S200040,ヴィラ一の瀬
2840,S200041,志賀高原プリンスホテル西館
2841,S200042,志賀高原プリンスホテル東館
2842,S200043,志賀高原プリンスホテル南館
2843,S200044,ホテルグランフェニックス奥志賀
2844,S200045,ホテル セラン
2845,S200046,ホテル明幸
2846,S200047,ホテルタガワ
2847,S200048,ヴィラ・チェリオ
2848,S200049,竜王プリンスホテル
2849,S200050,ホテルシャレー竜王
2850,S200051,ホテル竜王
2851,S200052,北志賀グランドホテル
2852,S200053,和風の宿 ますや
2853,S200054,一茶のこみち 美湯の宿
2854,S200055,御湯宿かすみそう
2855,S200056,白雲楼旅館
2856,S200057,よろづや
2857,S200058,洗心館松屋
2858,S200059,歴史の宿 金具屋
2859,S200060,渋ホテル
2860,S200061,癒しの湯 かどや
2864,S200065,上林ホテル仙壽閣
2865,S200066,不動尊の湯 御宿ことぶき
2866,S200067,野沢グランドホテル
2867,S200068,旅館さかや
2868,S200069,野沢温泉ホテル
2870,S200071,御宿 野沢屋
2871,S200072,ラ・フォーレやまね
2872,S200073,桃源の湯 さかきや
2874,S200075,ホテル レイジャント
2875,S200076,斑尾高原ホテル
2876,S200077,ホテルシルクイン斑尾
2878,S200079,ホテルリゾートイン斑尾
2879,S200080,ダイヤモンド斑尾
2880,S200081,ホテルタングラム
2881,S200082,野尻湖ホテル エルボスコ
2882,S200083,黒姫ライジングサンホテル
2884,S200085,鷹明亭辻旅館
2886,S200087,いこいの村アゼィリア飯綱
2887,S200088,ホテルＪＡＬシティ長野
2888,S200089,ホテルメトロポリタン長野
2889,S200090,ホテル国際２１長野
2890,S200091,相鉄フレッサイン長野駅善光寺口（旧機関名 ホテルサンルート長野）
2891,S200092,常円坊
2892,S200093,相鉄フレッサイン長野駅東口
2893,S200094,ホテル ハイアットインナガノ
2894,S200095,良性院
2895,S200096,ＴＨＥ ＳＡＩＨＯＫＵＫＡＮ ＨＯＴＥＬ
2896,S200097,チサングランド長野
2897,S200098,長野第一ホテル
2899,S200100,徳行坊
2900,S200101,ロイヤルホテル 長野
2903,S200104,ホテル亀屋本店
2904,S200105,貴賓館 旅亭たかの
2905,S200106,信州の湯 清風園
2906,S200107,笹屋ホテル
2907,S200108,ホテル圓山荘 西乃館
2908,S200109,ホテル圓山荘
2909,S200110,湯本柏屋
2910,S200111,上山田ホテル
2911,S200112,荻原館
2912,S200113,千曲館
2913,S200114,相鉄フレッサイン長野上田駅前（旧機関名 ホテルサンルート上田）
2914,S200115,上田東急ＲＥＩホテル
2915,S200116,かわせみの宿
2916,S200117,玉屋旅館
2917,S200118,旅館花屋
2918,S200119,南條旅館
2919,S200120,旅館 中松屋
2920,S200121,斎藤ホテル
2921,S200122,信濃路の宿 ニューかどや
2922,S200123,いづみや旅館
2923,S200124,富士屋ホテル
2924,S200125,リゾートイン菅平スイスホテル
2925,S200126,菅平サンホテル
2926,S200127,菅平国際ホテル ベルニナ
2927,S200128,菅平イナリールホテル
2928,S200129,菅平ホテル
2929,S200130,信州菅平高原 ダボスホテル Ｖｅｒｓｉｏｘ
2930,S200131,菅平高原プラザホテル
2931,S200132,バンスクエアガーデン
2932,S200133,ホテルやまびこ
2933,S200134,菅平高原ホテル柄澤
2934,S200135,菅平高原温泉ホテル
2935,S200136,菅平プリンスホテル
2936,S200137,ホテル朝日
2937,S200138,湯の丸高原ホテル
2938,S200139,軽井沢プリンスホテル ウエストコテージ
2939,S200140,軽井沢プリンスホテル イーストフォレストツイン
2940,S200141,ホテルサイプレス軽井沢
2941,S200142,ザ・プリンス軽井沢
2942,S200143,ホテルマロウド軽井沢
2943,S200144,チサンイン軽井沢
2944,S200145,軽井沢浅間プリンスホテル
2945,S200146,万平ホテル
2946,S200147,ホテル鹿島ノ森
2947,S200148,塩壺温泉ホテル
2948,S200149,ゆとりろ軽井沢ホテル
2951,S200152,ペンショングラスホッパー
2952,S200153,佐久一萬里温泉 ホテルゴールデンセンチュリー
2953,S200154,高峰マウンテンロッジ
2954,S200155,ホテル紅や
2955,S200156,ホテル 鷺乃湯
2956,S200157,浜の湯
2957,S200158,かけ流し源泉の宿 渋の湯
2958,S200159,諏訪レイクサイドホテル
2959,S200160,ＲＡＫＯ華乃井ホテル
2960,S200161,布半
2961,S200162,双泉の宿 朱白
2962,S200163,かたくら諏訪湖ホテル
2964,S200165,上諏訪温泉 油屋旅館
2965,S200166,すわ湖苑
2966,S200167,諏訪シティホテル成田屋
2969,S200170,リゾートホテル蓼科
2970,S200171,蓼科東急ホテル
2971,S200172,創業大正十五年 蓼科親湯温泉
2972,S200173,蓼科グランドホテル滝の湯
2973,S200174,いろりの宿 蓼科パークホテル
2974,S200175,横谷温泉旅館
2975,S200176,ホテルアンビエント蓼科
2976,S200177,池の平白樺高原ホテル
2977,S200178,コロシアム・イン・蓼科
2978,S200179,白樺リゾート池の平ホテル
2980,S200181,八子ヶ峰ホテル
2981,S200182,亀屋ホテル
2982,S200183,ホテル晴明荘
2983,S200184,スカイパークホテル
2984,S200185,ホテルリゾリックス車山高原
2985,S200186,車山ハイランドホテル
2986,S200187,ホテル こわしみず
2988,S200189,白駒荘
2989,S200190,八ヶ岳高原ロッジ
2990,S200191,ホテルグリーンプラザ白馬
2991,S200192,白馬アルプスホテル
2992,S200193,リゾートイン マリオンシナノ
2993,S200194,栂池・丘の上ホテル・宮川
2994,S200195,サンライズタンネ
2995,S200196,エリカ山荘
2996,S200197,ホテル セルリアンアルペン
2998,S200199,ホテル グレイスイン栂池
2999,S200200,ホテル サンプラザ栂池
3000,S200201,栂池高原ホテル
3001,S200202,ホテル サニーバレー
3002,S200203,ホテル シェラリゾート白馬
3003,S200204,リゾートホテル ラ・フォーレ白馬
3004,S200205,ホテル白馬ブランシェ
3005,S200206,白馬東急ホテル
3006,S200207,ホテル白馬
3007,S200208,白馬樅の木ホテル
3009,S200210,ホテルヴァイサーホフ八平
3010,S200211,アルプス荘
3012,S200213,ベルクトール丸北
3014,S200215,白馬リゾートホテル・ラ・ネージュ東館
3015,S200216,ホテル五龍舘
3019,S200220,シェイクスピアホテル
3020,S200221,グリーンバレー白馬
3021,S200222,白馬ハイランドホテル
3022,S200223,ホテルフェニックスウイング
3023,S200224,白馬パークホテル
3025,S200226,黒部観光ホテル
3026,S200227,立山プリンスホテル
3027,S200228,緑翠亭 景水
3028,S200229,黒部ビューホテル
3030,S200231,ときしらずの宿織花
3031,S200232,ホテル 山田屋
3032,S200233,ホテル からまつ荘
3033,S200234,ＡＮＡホリデイ・インリゾート信濃大町くろよん
3034,S200235,仙人閣
3035,S200236,安曇野穂高ビューホテル
3036,S200237,ホテルアンビエント安曇野
3037,S200238,ほりでーゆー 四季の郷
3039,S200240,松本東急ＲＥＩホテル
3040,S200241,松本ホテル花月
3041,S200242,プレミアホテル−ＣＡＢＩＮ−松本
3042,S200243,ホテル ブエナビスタ
3043,S200244,ホテル・モルシャン
3044,S200245,エースイン松本
3045,S200246,松本丸の内ホテル
3046,S200247,ホテル井筒
3047,S200248,ホテルおもと
3048,S200249,菊之湯
3049,S200250,和泉荘
3050,S200251,静保庵 ホテル小柳
3052,S200253,帰郷亭 ゆもとや
3054,S200255,翔峰
3055,S200256,ホテルニューことぶき
3056,S200257,旅館 すぎもと
3057,S200258,明神館
3058,S200259,美ヶ原高原ホテル 山本小屋
3059,S200260,白船グランドホテル
3060,S200261,白船荘新宅旅館
3061,S200262,湯元齋藤旅館
3062,S200263,白骨ゑびすや
3063,S200264,乗鞍ホテル山百合
3064,S200265,休暇村 乗鞍高原
3065,S200266,ホテル白樺荘
3066,S200267,上高地温泉ホテル
3067,S200268,上高地ルミエスタホテル
3068,S200269,上高地アルペンホテル
3069,S200270,ザ・パークロッジ上高地
3070,S200271,上高地西糸屋山荘
3071,S200272,森のリゾート小梨
3072,S200273,五千尺ホテル上高地
3073,S200274,街道浪漫 おん宿 蔦屋
3074,S200275,民宿 奈良尾
3075,S200276,ねざめホテル
3077,S200278,ホテル 木曽路【使用不可】
3078,S200279,ホテル千畳敷
3079,S200280,山野草の宿 二人静
3082,S200283,湯元ホテル 阿智川
3083,S200284,ユルイの宿 恵山
3084,S200285,湯多利の里 伊那華
3085,S200286,昼神グランドホテル天心
3086,S200287,お宿 山翠
3087,S200288,懐石料理の宿 吉弥
3088,S200289,ひるがみの森
3089,S200290,不動温泉 華菱
3090,S210001,奥飛騨温泉 深山桜庵別館 湯めぐりの宿 平湯館
3091,S210002,匠の宿 深山桜庵
3092,S210003,穂高荘 山がの湯
3093,S210004,岡田旅館
3094,S210005,中村館
3095,S210006,四季のあじわい 中尾高原ホテル
3096,S210007,穂高荘山のホテル
3097,S210008,穂高荘 山月
3098,S210009,ホテル穂高
3099,S210010,奥飛騨ガーデンホテル焼岳
3100,S210011,奥飛騨薬師のゆ本陣
3101,S210012,和風旅館 岐山
3103,S210014,鄙の館 松乃井
3104,S210015,奥飛騨百姓座敷の宿 藤屋
3107,S210018,湯元長座
3108,S210019,ひだホテルプラザ
3109,S210020,高山グリーンホテル
3110,S210021,飛騨亭花扇
3111,S210022,ホテルアソシア高山リゾート
3112,S210023,高山観光ホテル（四季彩の宿 萩高山）
3113,S210024,本陣平野屋 花兆庵
3114,S210025,本陣平野屋 別館
3115,S210026,宝生閣
3116,S210027,花扇別邸 いいやま
3117,S210028,飛騨花里の湯 高山桜庵
3118,S210029,旅館 清龍
3119,S210030,穂高荘 山の庵
3120,S210031,ベストウェスタンホテル高山
3121,S210032,ルートイングランティア飛騨高山
3122,S210033,おやど 古都の夢
3123,S210034,緑風苑きよはる
3124,S210035,飛騨高山ワシントンホテルプラザ
3125,S210036,スパホテル アルピナ 飛騨高山
3126,S210037,村井屋
3128,S210039,シャレー中西
3130,S210041,トヨタ白川郷自然学校
3131,S210042,龍リゾート＆スパ
3132,S210043,旅館御岳
3133,S210044,水明館
3134,S210045,小川屋
3135,S210046,ホテルくさかべアルメリア
3136,S210047,下呂温泉山形屋
3137,S210048,紗々羅
3138,S210049,湯之島館
3140,S210051,望川館
3141,S210052,今宵天空に遊ぶ しょうげつ
3142,S210053,観光ホテル湯本館
3143,S210054,下呂ロイヤルホテル雅亭
3144,S210055,ホテルパストール
3145,S210056,木曽屋
3146,S210057,郡上ヴァカンス村ホテル
3147,S210058,ホテル郡上八幡
3148,S210059,郡上八幡ホテル積翠園
3149,S210060,関観光ホテル
3150,S210061,恵那峡グランドホテル
3151,S210062,ホテル花更紗
3152,S210063,オースタット国際ホテル多治見
3153,S210064,ホテルイルクレド岐阜
3154,S210065,岐阜ワシントンホテルプラザ
3155,S210066,ダイワロイネットホテル岐阜
3157,S210068,ホテルグランヴェール岐山
3158,S210069,ホテルパーク
3159,S210070,都ホテル 岐阜長良川（旧：岐阜都ホテル）
3160,S210071,十八楼
3161,S210072,岐阜グランドホテル
3162,S210073,鵜匠の家 旅館すぎ山
3163,S210074,旬樹庵 八勝閣みづのを
3164,S210075,アパホテル＜大垣駅前＞
3165,S210076,クインテッサホテル大垣
3166,S210077,大垣フォーラムホテル
3167,S210078,滝元館 遊季の里
3169,S220001,ホテルニューアカオ
3170,S220002,熱海後楽園ホテル
3171,S220003,ホテル大野屋
3172,S220004,熱海ニューフジヤホテル
3173,S220005,熱海金城館
3174,S220006,熱海温泉 湯宿一番地
3175,S220007,ホテルニューアカオ ロイヤルウイング
3176,S220008,旅館立花
3177,S220009,大月ホテル和風館
3178,S220010,熱海玉の湯ホテル
3179,S220011,新かどや
3180,S220012,大観荘
3182,S220014,料亭旅館 熱海 小嵐亭
3183,S220015,ホテルサンミ倶楽部
3184,S220016,ＨＯＴＥＬ ＭＩＣＵＲＡＳ
3185,S220017,ホテルニュータカハシ
3186,S220018,ホテルリゾーピア熱海
3187,S220019,熱海オーシャンホテル
3188,S220020,熱海聚楽ホテル
3189,S220021,ホテル水葉亭
3190,S220022,ホテルニューさがみや
3191,S220023,紀州鉄道 熱海ホテル
3192,S220024,ラビスタ伊豆山
3193,S220025,熱海偕楽園
3194,S220026,川堰苑いすゞホテル
3195,S220027,ゆがわら大野屋旅館
3196,S220028,ニューウェルシティ湯河原
3198,S220030,大成館
3199,S220031,伊豆網代温泉 松風苑
3200,S220032,ハトヤホテル
3201,S220033,ホテルサンハトヤ
3202,S220034,ホテルラヴィエ川良
3203,S220035,伊東ホテルジュラク
3204,S220036,ホテル暖香園
3205,S220037,ウェルネスの森 伊東
3206,S220038,青山やまと
3207,S220039,【解約済】伊東遊季亭
3208,S220040,かめや楽寛
3209,S220041,伊東小涌園
3213,S220045,陽気館
3214,S220046,ラフォーレ倶楽部 伊東温泉 湯の庭
3215,S220047,淘心庵 米屋
3216,S220048,ホテル伊東ガーデン
3217,S220049,サザンクロスリゾート
3218,S220050,川奈ホテル
3220,S220052,ルネッサ赤沢
3221,S220053,ルネッサ城ヶ崎
3222,S220054,ＡＢＢＡ ＲＥＳＯＲＴＳ ＩＺＵ−坐漁荘
3223,S220055,八幡野温泉郷 杜の湯 きらの里
3224,S220056,ホテルアンビエント伊豆高原
3225,S220057,つるや吉祥亭
3226,S220058,望水
3227,S220059,吉祥ＣＡＲＥＮ
3228,S220060,北川温泉ホテル
3229,S220061,熱川プリンスホテル
3230,S220062,熱川温泉 粋光
3231,S220063,熱川館
3233,S220065,ホテル カターラリゾート＆スパ
3234,S220066,ホテルセタスロイヤル
3236,S220068,ホテル 志なよし
3238,S220070,熱川ハイツ
3240,S220072,稲取銀水荘
3242,S220074,海一望絶景の宿 いなとり荘
3243,S220075,稲取東海ホテル 湯苑
3244,S220076,稲取赤尾ホテル
3245,S220077,伊豆稲取スポーツヴィラ
3246,S220078,食べるお宿 浜の湯
3247,S220079,今井荘
3248,S220080,伊豆今井浜東急ホテル
3249,S220081,離れ家 石田屋
3252,S220084,大滝温泉 天城荘
3254,S220086,ホテル伊豆急
3255,S220087,黒船ホテル
3256,S220088,下田ビューホテル
3257,S220089,下田大和館
3258,S220090,下田プリンスホテル
3259,S220091,下田ベイクロシオ
3260,S220092,下田東急ホテル
3261,S220093,下田聚楽ホテル
3262,S220094,浜辺の宿 濤亭−ＴＯＵＴＥＩ−
3264,S220096,ホテル山田屋
3265,S220097,【解約済】清流荘
3266,S220098,蓮台寺荘
3267,S220099,クアハウス石橋旅館
3268,S220100,里山の別邸 下田セントラルホテル
3269,S220101,飲泉、自家源泉かけ流しの秘湯 観音温泉
3271,S220103,花のおもてなし南楽
3273,S220105,ホテル河内屋
3274,S220106,季一遊
3276,S220108,古民家の宿 山海
3277,S220109,休暇村 南伊豆
3278,S220110,伊豆畑毛温泉 大仙家
3279,S220111,湯めぐりの宿 吉春
3280,S220112,ホテルサンバレー伊豆長岡
3281,S220113,小松家 八の坊
3282,S220114,香湯楼井川
3283,S220115,伊豆長岡 桂川 彩峰
3284,S220116,ニュー八景園
3285,S220117,水庭の旅籠 すみよし館
3286,S220118,三楽の宿 さかや
3287,S220119,実篤の宿いづみ荘
3288,S220120,正平荘
3290,S220122,三養荘
3293,S220125,ホテルサンバレー富士見
3294,S220126,湯めぐりの宿 修善寺温泉桂川
3295,S220127,瑞の里 〇久旅館
3296,S220128,湯回廊 菊屋
3298,S220130,新井旅館
3299,S220131,宙ＳＯＲＡ 渡月荘金龍
3300,S220132,湯の宿 花小道
3301,S220133,柳生の庄
3302,S220134,ラフォーレ修善寺
3303,S220135,あさば
3304,S220136,ホテルワイナリーヒル
3305,S220137,嵯峨沢館
3306,S220138,和とモダンが織りなす里山の古民家白壁
3307,S220139,【使用不可】落合楼 村上
3310,S220142,沼津リバーサイドホテル
3311,S220143,松濤館
3313,S220145,牧水荘 土肥館
3315,S220147,坂聖・玉樟園
3316,S220148,土肥ホテル 山海亭
3317,S220149,碧き凪ぎの宿 明治館
3318,S220150,土肥ふじやホテル
3320,S220152,磯の香
3323,S220155,海のほてる いさば
3324,S220156,魚庵 さゝ家
3325,S220157,西伊豆クリスタルビューホテル
3326,S220158,堂ヶ島ニュー銀水
3328,S220160,堂ヶ島温泉ホテル
3329,S220161,堂ケ島アクーユ三四郎
3330,S220162,海辺のかくれ湯 清流
3331,S220163,伊豆まつざき荘
3333,S220165,オーベルジュ・ブランシュ 富士
3335,S220167,休暇村 富士
3336,S220168,ホテルアソシア静岡
3337,S220169,ホテルグランヒルズ静岡
3338,S220170,静岡北ワシントンホテルプラザ
3339,S220171,中島屋グランドホテル
3340,S220172,日本平ホテル
3341,S220173,天女の館 羽衣ホテル
3343,S220175,三保園ホテル
3345,S220177,清水グランドホテル
3346,S220178,焼津グランドホテル
3347,S220179,ホテルアンビア松風閣
3349,S220181,梅ヶ島温泉ホテル梅薫楼
3350,S220182,翠紅苑
3353,S220185,つま恋リゾート 彩の郷
3354,S220186,掛川グランドホテル
3355,S220187,葛城北の丸
3357,S220189,ＥＮ ＨＯＴＥＬ Ｈａｍａｍａｔｓｕ
3358,S220190,オークラアクトシティホテル浜松
3359,S220191,ホテルクラウンパレス浜松
3360,S220192,ホテルコンコルド浜松
3361,S220193,アパホテル＜浜松駅南＞
3362,S220194,グランドホテル浜松
3365,S220197,ホテルウェルシーズン浜名湖
