hotelcode,hotelid,hotelname
145630,S270402,ベストウェスタンプラスホテルフィーノ大阪北浜
145632,S280374,梅玉旅館
145633,S280375,ホテルウィングインターナショナル神戸新長田駅前
145635,S180185,永平寺 親禅の宿 柏樹關
145637,S440252,割烹旅館ゆめさき
145654,S470503,たびの邸宅 沖縄那覇
145667,S150609,ファミールしらかば
145668,S130872,アパホテル＜東新宿 歌舞伎町西＞（全室禁煙）
145669,S130873,ホテルウィングインターナショナル新橋御成門
145670,S130874,ホテルウィングインターナショナルセレクト池袋
145729,S270403,ＩＭＡＮＯ ＯＳＡＫＡ ＳＨＩＮＳＡＩＢＡＳＨＩ ＨＯＳＴＥＬ
145789,S110130,埼玉グランドホテル深谷
145830,S010870,ホテルＪＡＬシティ札幌 中島公園
145831,S010871,秩父別温泉 ちっぷ・ゆう＆ゆ
145832,S120347,ホテルルミエールグランデ流山おおたかの森
145833,S230352,ホテルＪＡＬシティ名古屋錦
145835,S230353,ホテル・アンドルームス名古屋伏見
145840,S230354,ホテルユニゾ名古屋駅前
145845,S260529,ダイワロイネットホテル京都テラス八条東口
145848,S400271,Ｇｒａｎｄ Ｅｍｐｉｒｅ Ｈｏｔｅｌ
145853,S470504,ホテルコレクティブ
145854,S470505,ホテルシギラミラージュ
145858,S270404,リーベルホテル アット ユニバーサル・スタジオ・ジャパン
145859,S120348,ファミリーロッジ旅籠屋・木更津港店
145860,S270405,さきしまコスモタワーホテル
145861,S270406,ユニゾイン大阪北浜
145862,S220800,熱川温泉 熱川ハイツ
145863,S230355,スマイルホテル名古屋新幹線口
145865,S070278,あたたかい記憶が宿る守田屋
145890,S130876,アパホテル＜綾瀬駅前＞
145891,S230356,ホテルリブマックス名古屋桜通口
145892,S340238,天然温泉ホテルリブマックスＰＲＥＭＩＵＭ広島
145893,S130877,ホテルリブマックス浅草駅前
145894,S130878,ホテルリブマックス日本橋小網町
145895,S270407,ホテルリブマックス梅田ＷＥＳＴ
145910,S260530,ホテルテトラ京都駅前
145950,S270408,アパホテル＆リゾート＜御堂筋本町駅タワー＞
145951,S130879,アパホテル＆リゾート＜両国駅タワー＞
145990,S300194,ビジネスホテル フォレストイン御坊
145993,S470506,Ｗａｙｎ−Ｚｅｎ恩納荘園（ウェイゼン恩納荘園）
145994,S380133,宇和島オリエンタルホテル
146011,S470507,赤瓦家ｉｎ久米島
146033,S180186,ホテルルートイン武生インター
146034,S010872,京王プレリアホテル札幌
146035,S010873,レンブラントスタイル札幌
146037,S060226,ホテルルートイン山形南
146042,S180187,福井パレスホテル
146043,S120349,ハイアットリージェンシー東京ベイ
146053,S130880,ホテルＪＡＬシティ東京 豊洲
146054,S130881,ヴィアイン日本橋人形町
146055,S130882,三井ガーデンホテル銀座五丁目
146056,S450102,旅館 大和屋
146057,S130883,三井ガーデンホテル神宮外苑の杜プレミア
146058,S270409,大阪エクセルホテル東急
146059,S260531,オリエンタルホテル京都 ギャラリー
146060,S270410,ホテル阪急レスパイア大阪
146061,S260532,ＴＨＥ ＳＣＲＥＥＮ
146063,S270411,ホテルグレイスリー大阪なんば
146064,S380134,ジュラシック・スパ＆リゾート 樹楽
146066,S400272,ホテルグランビュー福岡空港
146067,S440254,アートホテル大分
146069,S120350,Ｆｉｓｈ＆Ｔｒｉｐｓ Ｉｃｈｉｎｏｍｉｙａ
146070,S120351,グランド・ヴィュー・一宮
146071,S120352,太陽と星が輝く宿 季楽〜ＫＩＲＡ〜
146072,S120353,ホテルニュー福本
146073,S120354,【使用不可】九十九里ヴィラそとぼう
146113,S470508,ホテル・トリフィート那覇旭橋
146114,S440255,ホテルクドウ大分
146115,S440256,ＨＯＴＥＬ９１０
146116,S370106,阿讃琴南
146153,S330124,ＩＧＯＣＯＣＨＩ
146154,S130884,アパホテル＜山手大塚駅タワー＞
146233,S120355,ＨＯＴＥＬ ＴＨＥ ＢＥＬＬＥ
146234,S120356,スパ＆リゾート九十九里 太陽の里
146253,S010874,正部川旅館
146254,S280376,宝塚ホテル
146255,S200992,七味温泉ホテル渓山亭
146256,S010875,サークルハウス赤いベレー
146257,S200993,王ヶ頭ホテル
146258,S020172,プラザホテルむつ
146262,S020173,ホテルニュー下風呂
146265,S010876,ラ・ジェント・ステイ函館駅前
146266,S030212,やすらぎの宿 廣洋館
146267,S040255,ホテルニューさか井
146268,S050144,玉川温泉
146269,S050145,ホテルフォレスタ鳥海
146270,S050146,とわだこ遊月
146293,S110131,西川口ステーショステーションホテル ステイラウンジ
146294,S050147,後生掛温泉
146295,S060227,宮田坊
146298,S060228,ホテル シンフォニー アネックス
146302,S070279,長蔵小屋
146305,S100371,至仏山荘
146308,S100372,尾瀬沼山荘
146311,S100373,鳩待山荘
146314,S100374,尾瀬高原ホテル
146315,S150610,赤倉観光ホテル
146317,S100375,ヴィラせせらぎ
146320,S150611,であいの宿 萬歳楽
146325,S190305,富士クラシックホテル
146327,S190306,鎌岩館
146328,S200994,インナービレッジ・ミヤマ
146347,S200995,ホテル ステラベラ
146348,S200996,ホテルベルハート
146349,S200997,ホテル豊生
146350,S130885,グリッズ 東京 上野駅前 ホテル＆ホステル
146351,S200998,ホテル駒ヶ根高原リゾートリンクス
146352,S200999,ヴィラ・スコーレ白馬
146353,S201000,天竜水神温泉 よし乃亭
146354,S201001,ホテル・ドゥ・エール
146356,S210250,菊半旅館
146357,S210251,長作の宿 なかだ屋
146362,S220801,ホテル伊東パウエル
146364,S220802,下田オーシャンパークホテル
146367,S230358,オテル・ド・マロニエ内海
146370,S390127,高知黒潮ホテル
146386,S260537,ザ・セレクトン京都堀川三条
146433,S070281,原の小屋（尾瀬）
146434,S160131,一の越山荘
146436,S201002,リゾートホテルローゼンハイム白馬
146437,S201003,燕山荘
146438,S201004,中の湯温泉旅館
146439,S210252,ランプの宿 渡合温泉
146440,S250148,圓満院
146450,S130886,レムプラス銀座
146452,S130887,東急ステイ築地
146456,S130888,東急ステイ日本橋
146458,S130889,東急ステイ銀座
146460,S130890,ラ・ジェント・ホテル新宿歌舞伎町
146461,S270412,からくさホテルグランデ新大阪タワー
146463,S130891,東急ステイ渋谷
146464,S130892,東急ステイ新宿
146465,S270413,日和ホテル大阪なんば駅前
146466,S130893,東急ステイ蒲田
146467,S130894,東急ステイ高輪
146468,S330125,ザ・シロヤマテラス津山別邸
146469,S340239,ダイワロイネットホテル広島駅前
146470,S400273,ザ ライブリー 博多福岡
146471,S260538,ホテル エルシエント京都
146473,S400274,コンフォートホテル小倉
146474,S400275,東急ステイ福岡天神
146475,S400276,東急ステイ博多
146476,S270414,ファミリーロッジ旅籠屋・大阪枚方店
146478,S360108,宿屋ひわさ
146479,S470509,ロワジール リビングスイーツ 瀬良垣
146482,S470510,グランディスタイル 沖縄 読谷 ホテル＆リゾート
146484,S470511,宮古島来間リゾート シーウッドホテル
146486,S230359,東横イン名古屋名駅南
146488,S240352,ホテルキャッスルイン伊勢夫婦岩
146491,S240353,ホテル キャッスルイン伊勢
146493,S240354,コンフォートホテル鈴鹿
146494,S290154,ダイワロイネットホテル奈良
146496,S300195,ＳＥＡＭＯＲＥ ＲＥＳＩＤＥＮＣＥ（シーモア レジデンス）
146544,S010877,旅館民宿 宮島荘
146546,S010878,ラスティングホテル
146560,S201005,馬見塚旅館
146563,S201006,駒ヶ根グリーンホテル
146564,S010879,自然に親しむ宿 ネイチャーイン はな心
146565,S010880,ハイランドふらの
146566,S110132,アパホテル埼玉東松山駅前
146574,S340240,グリーンスカイホテル竹原
146575,S390128,セブンデイズホテル
146576,S450103,ガーデンテラス宮崎ホテル＆リゾート
146577,S440257,別府温泉 竹と椿のお宿 花べっぷ
146578,S380135,長珍屋
146579,S380136,湯の里小町温泉しこくや
146633,S130895,Ｒｅｓｉｄｅｎｔｉａｌ Ｈｏｔｅｌ ＩＫＩＤＡＮＥ Ｍａｃｈｉｙａ
146634,S130896,Ｍｒ．ＫＩＮＴＡＲＯ浅草 東駒形
146635,S270415,ｉＲ−ｉｎｎ２２３ ＩＫＩＤＡＮＥ ＣＯＺＹ ＨＯＴＥＬ
146638,S270418,ＩＫＩＤＡＮＥ ＨＯＵＳＥ 大阪京橋ＮＥＩ（寧）
146639,S400277,ＩＫＩＤＡＮＥ Ｒｅｓｉｄｅｎｔｉａｌ Ｈｏｔｅｌ 博多天神１
146640,S400278,ＩＫＩＤＡＮＥ Ｒｅｓｉｄｅｎｔｉａｌ Ｈｏｔｅｌ 博多天神２
146641,S470512,Ｒｅｓｉｄｅｎｔｉａｌ Ｈｏｔｅｌ １８３ Ｎａｈａ
146642,S470513,ＫＩＮＴＡＲＯ ＨＯＴＥＬ 沖縄那覇
146643,S360109,四国六番 安楽寺
146644,S360110,立江寺
146652,S090302,ほのかな宿 樹林
146654,S320147,天然温泉八雲の湯 ドーミーイン出雲
146655,S310087,羽衣
146656,S310088,松涛園
146673,S310089,ホテル大山
146674,S280377,つたや旅館
146675,S270419,シュアステイプラスホテル ｂｙ ベストウェスタン新大阪
146676,S280378,ホテルニューオーヒロ
146694,S010881,オホーツク温泉 ホテル日の出岬
146695,S390129,ホテルなはり
146717,S270420,ＳＴＡＹ ｉｎ ｔｈｅ Ｃｉｔｙ ＡＭＥＭＵＲＡ
146718,S270421,ＳＴＡＹ Ｖｉｎｔａｇｅ ＮＡＫＡＺＡＫＩ ＷＥＳＴ
146719,S270422,ＳＴＡＹ Ｖｉｎｔａｇｅ ＮＡＫＡＺＡＫＩ ＥＡＳＴ
146733,S380137,ホテルルナパーク別邸やすらぎ
146749,S440258,由布院倶楽部
146753,S220803,ホテルサンバレー アネックス
146754,S130897,ＭＩＭＡＲＵ ＴＯＫＹＯ ＨＡＴＣＨＯＢＯＲＩ
146755,S370107,ことひら温泉 御宿 敷島館
146793,S260542,アパホテル＜京都駅東＞（全室禁煙）
146794,S450104,ファミリーロッジ旅籠屋・日向門川店
146918,S201007,ホテルやまぶき
147023,S010882,ユニゾインエクスプレス函館駅前
147044,S030213,奥中山高原 センターハウス
147050,S090303,那須スポーツガーデン
147052,S010883,レッドプラネット札幌すすきの中央
147053,S130898,Ｔｈｅ Ｏｋｕｒａ Ｔｏｋｙｏ
147055,S010884,根室グランドホテル
147057,S190308,コンフォートイン甲府
147058,S050148,秋の宮温泉郷 湯けむりの宿 稲住温泉
147059,S260543,オリエンタルホテル京都 六条
147060,S270424,ｈｏｔｅｌ ｉｔ．ｏｓａｋａ ｓｈｉｎｍａｃｈｉ
147061,S320148,ホテルルートイン益田
147062,S440259,ＲＥＸ ＨＯＴＥＬ別府
147064,S440260,ＡＮＡインターコンチネンタル別府リゾート＆スパ
147066,S130899,ファーストキャビン築地
147067,S240355,ホテルキャッスルイン 津
147097,S350117,萩の風を感じる宿〜レンタルハウスはぎ風鈴
147099,S460282,アパートメントホテル ｅｃｏｔｔ 谷山
147114,S090304,スマイルホテル宇都宮西口駅前
147220,S250149,ビジネスホテルタカラ
147222,S250150,ニューびわこホテル
147374,S060230,東京第一ホテル鶴岡
147375,S100376,ヴィラ風花
147376,S201008,ホテル・ベルクール・イノマタ
147377,S201009,白馬エスキーナ
147378,S201010,信州善光寺 永代宿坊 玉照院
147379,S240356,オテル・ド・マロニエ湯の山温泉
147380,S260544,吉田山荘
147382,S280379,まつや
147383,S280380,きのさき泉都【使用不可】
147384,S250151,アートリッツホテル
147385,S250152,国家公務員共済組合連合会びわこ保養所（ＫＫＲホテルびわこ）
147436,S130900,ホテルリブマックス新宿歌舞伎町
147437,S120357,ホテルリブマックス千葉蘇我駅前
147438,S130901,ホテルリブマックス東京神田ＥＡＳＴ
147439,S070282,ホテルリブマックス福島郡山駅前
147440,S260545,ホテルリブマックス京都寺町通
147441,S260546,京アンスイン
147453,S220804,淡島ホテル
147473,S270425,和〜ＮＡＧＯＭＩ〜
147474,S270426,Ｗｅｌｉｎａ Ｈｏｔｅｌ Ｐｒｅｍｉｅｒ 中之島 Ｅａｓｔ
147613,S010885,Ｔマークシティホテル札幌大通
147614,S060231,ベストウェスタン山形エアポート
147615,S110133,カンデオホテルズ大宮
147616,S260547,京都山科 ホテル山楽
147617,S120358,ホテルルートイン千葉浜野
147618,S130902,ベストウェスタンホテルフィーノ東京秋葉原
147619,S260548,アーバンホテル京都五条プレミアム
147620,S130903,変なホテル東京浅草田原町
147621,S201011,グランジャム栂池
147622,S280381,ワイズホテル阪神尼崎駅前
147623,S290155,門前宿 和空法隆寺
147624,S310090,グリーンリッチホテル鳥取駅前
147625,S330126,ホテルルートイン倉敷水島
147626,S130904,アイホテル京急蒲田
147644,S310091,倉吉シティホテル
147645,S340242,ＮＩＰＰＯＮＩＡ ＨＯＴＥＬ 竹原 製塩町
147646,S340243,ホテル 大広苑
147647,S270427,大阪国際交流センターホテル
147654,S010886,ホテルＷＢＦ函館海神の湯
147655,S040256,仙台ビジネスホテル駅前
147753,S240358,ホテルキャッスルイン 四日市
147754,S240359,ホテルキャッスルイン 鈴鹿
147773,S130905,ホテルリブマックス新宿歌舞伎町明治通
147774,S330127,ホテルリブマックス岡山ＷＥＳＴ
147814,S070283,ホテル観山
147816,S360112,ふれあいの里さかもと
147817,S201012,ホテル丸大
147818,S201013,栂池ヒュッテ
147819,S290156,カンデオホテルズ奈良橿原
147820,S170246,ホテルクラウンヒルズ金沢
147821,S220805,赤沢迎賓館
147822,S240360,熊野の宿 海ひかり
147823,S290157,湯乃谷千慶
147824,S170247,金沢駅前ホテル
147853,S070284,レイクビュー猪苗代荘
147913,S270428,ホテル ソビアル なんば大国町
147914,S270429,東急ステイ大阪本町
147915,S270430,ホテルエルシエント大阪
147916,S270431,ホテルビスタプレミオ大阪〔本町〕
147917,S270432,ホテルビスタ大阪〔なんば〕
147918,S010887,チャトリウム ニセコ
147919,S010888,ホテルウィングインターナショナル札幌すすきの
147920,S030214,ホテルルートイン矢巾
147922,S130906,ザ・キタノホテル東京
147924,S130907,ＴＨＥ ＢＬＯＳＳＯＭ ＨＩＢＩＹＡ
